acec	0
aced	1
aceh	2
aces	3
twoc	4
twod	5
twoh	6
twos	7
threec	8
threed	9
threeh	10
threes	11
fourc	12
fourd	13
fourh	14
fours	15
fivec	16
fived	17
fiveh	18
fives	19
sixc	20
sicd	21
sixh	22
sixs	23
sevenc	24
sevend	25
sevenh	26
sevens	27
eightc	28
eightd	29
eighth	30
eights	31
ninec	32
nined	33
nineh	34
nines	35
tenc	36
tend	37
tenh	38
tens	39
jackc	40
jackd	41
jackh	42
jacks	43
queenc	44
queend	45
queenh	46
queens	47
kingc	48
kingd	49
kingh	50
kings	51
